[2020-03-06 14:42:34,869] DEBUG preRegister called. Server=com.sun.jmx.mbeanserver.JmxMBeanServer@66d3c617, name=log4j:logger=kafka.controller (kafka.controller)
[2020-03-06 14:44:11,916] INFO [ControllerEventThread controllerId=0] Starting (kafka.controller.ControllerEventManager$ControllerEventThread)
[2020-03-06 22:58:20,916] INFO [RequestSendThread controllerId=0] Stopped (kafka.controller.RequestSendThread)
[2020-03-06 22:58:20,917] INFO [RequestSendThread controllerId=0] Shutdown completed (kafka.controller.RequestSendThread)
[2020-03-06 22:58:20,920] INFO [Controller id=0] Resigned (kafka.controller.KafkaController)
[2020-03-06 22:58:26,521] INFO [Controller id=0] 0 successfully elected as the controller. Epoch incremented to 4 and epoch zk version is now 4 (kafka.controller.KafkaController)
[2020-03-06 22:58:26,521] INFO [Controller id=0] Registering handlers (kafka.controller.KafkaController)
[2020-03-06 22:58:26,523] INFO [Controller id=0] Deleting log dir event notifications (kafka.controller.KafkaController)
[2020-03-06 22:58:26,524] INFO [Controller id=0] Deleting isr change notifications (kafka.controller.KafkaController)
[2020-03-06 22:58:26,525] INFO [Controller id=0] Initializing controller context (kafka.controller.KafkaController)
[2020-03-06 22:58:26,528] INFO [Controller id=0] Initialized broker epochs cache: Map(0 -> 41) (kafka.controller.KafkaController)
[2020-03-06 22:58:26,529] DEBUG [Controller id=0] Register BrokerModifications handler for Set(0) (kafka.controller.KafkaController)
[2020-03-06 22:58:26,530] DEBUG [Channel manager on controller 0]: Controller 0 trying to connect to broker 0 (kafka.controller.ControllerChannelManager)
[2020-03-06 22:58:26,534] INFO [Controller id=0] Currently active brokers in the cluster: Set(0) (kafka.controller.KafkaController)
[2020-03-06 22:58:26,655] INFO [RequestSendThread controllerId=0] Starting (kafka.controller.RequestSendThread)
[2020-03-06 22:58:26,655] INFO [Controller id=0] Currently shutting brokers in the cluster: HashSet() (kafka.controller.KafkaController)
[2020-03-06 22:58:26,655] INFO [Controller id=0] Current list of topics in the cluster: Set() (kafka.controller.KafkaController)
[2020-03-06 22:58:26,655] INFO [Controller id=0] Fetching topic deletions in progress (kafka.controller.KafkaController)
[2020-03-06 22:58:26,656] INFO [Controller id=0] List of topics to be deleted:  (kafka.controller.KafkaController)
[2020-03-06 22:58:26,656] INFO [Controller id=0] List of topics ineligible for deletion:  (kafka.controller.KafkaController)
[2020-03-06 22:58:26,656] INFO [Controller id=0] Initializing topic deletion manager (kafka.controller.KafkaController)
[2020-03-06 22:58:26,656] INFO [Topic Deletion Manager 0] Initializing manager with initial deletions: Set(), initial ineligible deletions: Set() (kafka.controller.TopicDeletionManager)
[2020-03-06 22:58:26,656] INFO [Controller id=0] Sending update metadata request (kafka.controller.KafkaController)
[2020-03-06 22:58:26,656] INFO [ReplicaStateMachine controllerId=0] Initializing replica state (kafka.controller.ZkReplicaStateMachine)
[2020-03-06 22:58:26,657] INFO [ReplicaStateMachine controllerId=0] Triggering online replica state changes (kafka.controller.ZkReplicaStateMachine)
[2020-03-06 22:58:26,657] INFO [ReplicaStateMachine controllerId=0] Triggering offline replica state changes (kafka.controller.ZkReplicaStateMachine)
[2020-03-06 22:58:26,657] DEBUG [ReplicaStateMachine controllerId=0] Started replica state machine with initial state -> HashMap() (kafka.controller.ZkReplicaStateMachine)
[2020-03-06 22:58:26,657] INFO [PartitionStateMachine controllerId=0] Initializing partition state (kafka.controller.ZkPartitionStateMachine)
[2020-03-06 22:58:26,657] INFO [PartitionStateMachine controllerId=0] Triggering online partition state changes (kafka.controller.ZkPartitionStateMachine)
[2020-03-06 22:58:26,657] DEBUG [PartitionStateMachine controllerId=0] Started partition state machine with initial state -> HashMap() (kafka.controller.ZkPartitionStateMachine)
[2020-03-06 22:58:26,657] INFO [Controller id=0] Ready to serve as the new controller with epoch 4 (kafka.controller.KafkaController)
[2020-03-06 22:58:26,761] INFO [RequestSendThread controllerId=0] Controller 0 connected to Deepa-PC:9092 (id: 0 rack: null) for sending state change requests (kafka.controller.RequestSendThread)
[2020-03-06 22:58:26,763] INFO [Controller id=0] Partitions undergoing preferred replica election:  (kafka.controller.KafkaController)
[2020-03-06 22:58:26,763] INFO [Controller id=0] Partitions that completed preferred replica election:  (kafka.controller.KafkaController)
[2020-03-06 22:58:26,763] INFO [Controller id=0] Skipping preferred replica election for partitions due to topic deletion:  (kafka.controller.KafkaController)
[2020-03-06 22:58:26,763] INFO [Controller id=0] Resuming preferred replica election for partitions:  (kafka.controller.KafkaController)
[2020-03-06 22:58:26,763] INFO [Controller id=0] Starting replica leader election (PREFERRED) for partitions  triggered by ZkTriggered (kafka.controller.KafkaController)
[2020-03-06 22:58:27,380] INFO [Controller id=0] Starting the controller scheduler (kafka.controller.KafkaController)
[2020-03-06 22:58:32,382] INFO [Controller id=0] Processing automatic preferred replica leader election (kafka.controller.KafkaController)
[2020-03-06 22:58:32,382] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2020-03-06 22:58:32,382] DEBUG [Controller id=0] Preferred replicas by broker HashMap() (kafka.controller.KafkaController)
